,#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,EFF,AST/ TOV,STL/ TOV
376,377,Jeremy Lin,GSW,29,285,76,28,72,38.9,1,5,20.0,19,25,76.0,12,22,34,42,33,9,18,31,126,2.33,1.83
377,377,Sasha Pavlovic,BOS,31,362,76,29,72,40.3,12,31,38.7,6,10,60.0,1,31,32,16,10,7,12,34,82,1.33,0.83
378,379,Hamed Haddadi,MEM,31,168,75,30,58,51.7,0,1,0.0,15,23,65.2,24,44,68,5,2,13,11,29,116,0.46,0.18
379,379,Roger Mason Jr.,NYK,26,319,75,26,77,33.8,16,44,36.4,7,10,70.0,5,38,43,20,6,2,6,25,86,3.33,1.0
380,381,DaJuan Summers,DET,22,199,74,28,69,40.6,9,21,42.9,9,20,45.0,2,10,12,2,3,1,13,21,27,0.15,0.23
381,381,Jared Jeffries,NYK,42,601,74,30,86,34.9,2,9,22.2,12,29,41.4,62,54,116,36,31,17,21,75,180,1.71,1.48
382,383,Eduardo Najera,CHA,31,372,69,26,72,36.1,11,34,32.4,6,11,54.5,14,30,44,20,11,6,13,52,86,1.54,0.85
383,383,Melvin Ely,DEN,30,366,69,28,51,54.9,0,0,0.0,13,21,61.9,27,47,74,14,4,11,14,50,127,1.0,0.29
384,385,Joel Przybilla,CHA,36,520,64,25,44,56.8,0,0,0.0,14,27,51.9,37,108,145,13,5,15,29,79,181,0.45,0.17
385,385,Mehmet Okur,UTA,13,168,64,22,62,35.5,5,16,31.3,15,20,75.0,9,21,30,19,4,4,7,18,69,2.71,0.57
386,387,Devin Ebanks,LAL,20,118,62,21,51,41.2,2,5,40.0,18,23,78.3,15,12,27,2,4,5,6,7,59,0.33,0.67
387,388,DJ Mbenga,NOH,41,330,59,23,49,46.9,0,0,0.0,13,18,72.2,35,51,86,6,6,27,21,52,132,0.29,0.29
388,389,Garrett Temple,CHA,24,230,57,20,68,29.4,10,37,27.0,7,17,41.2,1,22,23,32,11,6,23,24,48,1.39,0.48
389,389,Jeff Adrien,GSW,23,196,57,23,54,42.6,0,0,0.0,11,19,57.9,23,35,58,10,4,5,9,28,86,1.11,0.44
390,389,Quinton Ross,NJN,36,353,57,26,59,44.1,0,3,0.0,5,14,35.7,10,20,30,10,3,6,7,40,57,1.43,0.43
391,392,Jason Williams,MEM,27,295,54,22,67,32.8,10,38,26.3,0,0,0.0,3,27,30,52,11,1,18,8,85,2.89,0.61
392,393,Hasheem Thabeet,HOU,47,373,53,17,40,42.5,0,0,0.0,19,35,54.3,24,51,75,4,9,16,17,76,101,0.23,0.53
393,394,Avery Bradley,BOS,31,162,52,23,67,34.3,0,5,0.0,6,12,50.0,4,13,17,12,9,0,16,20,24,0.75,0.56
394,395,Mustafa Shakur,WAS,22,159,51,21,59,35.6,1,10,10.0,8,15,53.3,7,15,22,25,5,3,18,15,43,1.39,0.28
395,395,Yao Ming,HOU,5,91,51,18,37,48.6,0,0,0.0,15,16,93.8,7,20,27,4,0,8,7,13,63,0.57,0.0
396,397,Garret Siler,PHX,21,101,45,17,31,54.8,0,0,0.0,11,22,50.0,16,12,28,3,1,4,10,20,46,0.3,0.1
397,397,Sean Marks,POR,29,208,45,19,44,43.2,2,2,100.0,5,8,62.5,16,24,40,4,3,5,11,44,58,0.36,0.27
398,399,Michael Redd,MIL,10,134,44,18,45,40.0,4,17,23.5,4,4,100.0,0,8,8,12,2,1,4,4,36,3.0,0.5
399,400,Dominique Jones,DAL,18,135,42,14,45,31.1,0,4,0.0,14,17,82.4,6,19,25,19,5,3,10,7,50,1.9,0.5
400,401,Danny Green,SAS,8,92,41,17,35,48.6,7,19,36.8,0,0,0.0,3,12,15,2,2,1,5,7,38,0.4,0.4
401,401,Royal Ivey,OKC,25,155,41,16,38,42.1,7,16,43.8,2,2,100.0,2,14,16,7,6,1,5,17,44,1.4,1.2
402,403,Larry Owens,WAS,12,143,40,15,32,46.9,6,13,46.2,4,9,44.4,1,14,15,8,9,5,5,18,50,1.6,1.8
403,404,Lance Stephenson,IND,12,115,37,13,39,33.3,0,5,0.0,11,14,78.6,1,17,18,21,4,0,16,14,35,1.31,0.25
404,404,Willie Warren,LAC,19,134,37,13,35,37.1,5,15,33.3,6,8,75.0,1,11,12,27,6,0,8,16,50,3.38,0.75
405,406,Luke Babbitt,POR,24,137,36,15,55,27.3,3,16,18.8,3,9,33.3,6,24,30,6,2,2,8,15,22,0.75,0.25
406,407,Jamaal Magloire,MIA,18,158,35,13,22,59.1,0,0,0.0,9,18,50.0,17,44,61,3,4,2,5,26,82,0.6,0.8
407,408,Trey Johnson,LAL,8,94,34,12,33,36.4,1,3,33.3,9,10,90.0,2,5,7,11,1,1,5,12,27,2.2,0.2
408,409,Chris Johnson,POR,14,139,33,9,21,42.9,0,0,0.0,15,20,75.0,12,20,32,3,3,9,10,21,53,0.3,0.3
409,410,Charlie Bell,GSW,19,171,32,12,43,27.9,6,21,28.6,2,4,50.0,6,12,18,13,6,1,6,13,31,2.17,1.0
410,410,Etan Thomas,ATL,13,82,32,10,21,47.6,0,0,0.0,12,15,80.0,6,17,23,2,1,4,5,11,43,0.4,0.2
411,412,Kyle Weaver,UTA,5,69,28,9,25,36.0,3,7,42.9,7,8,87.5,2,8,10,7,2,2,7,3,25,1.0,0.29
412,413,Byron Mullens,OKC,13,85,25,9,28,32.1,0,0,0.0,7,14,50.0,6,18,24,0,2,3,8,11,20,0.0,0.25
413,414,Malik Allen,ORL,18,178,23,11,31,35.5,0,0,0.0,1,2,50.0,12,20,32,4,1,4,3,30,40,1.33,0.33
414,415,Mario West,NJN,6,116,22,9,21,42.9,1,4,25.0,3,5,60.0,2,9,11,10,7,0,2,13,34,5.0,3.5
415,416,Brian Scalabrine,CHI,18,88,20,10,19,52.6,0,5,0.0,0,0,0.0,1,7,8,6,3,4,5,18,27,1.2,0.6
416,416,DeSagana Diop,CHA,16,181,20,8,24,33.3,0,0,0.0,4,11,36.4,12,28,40,7,4,15,11,26,52,0.64,0.36
417,418,Jarron Collins,POR,28,181,19,6,21,28.6,0,0,0.0,7,10,70.0,14,10,24,2,4,1,7,29,25,0.29,0.57
418,419,Cole Aldrich,OKC,18,142,18,8,15,53.3,0,0,0.0,2,4,50.0,13,22,35,4,5,7,8,30,52,0.5,0.63
419,419,Lester Hudson,WAS,11,73,18,6,24,25.0,4,15,26.7,2,4,50.0,1,4,5,17,4,1,7,10,18,2.43,0.57
420,421,Sherron Collins,CHA,20,66,17,7,25,28.0,2,10,20.0,1,1,100.0,0,5,5,8,2,0,4,2,10,2.0,0.5
421,422,Darius Songaila,PHI,10,71,16,7,15,46.7,0,0,0.0,2,4,50.0,2,8,10,2,0,0,4,16,14,0.5,0.0
422,422,Jason Kapono,PHI,24,112,16,7,28,25.0,1,8,12.5,1,2,50.0,3,8,11,4,2,1,2,4,10,2.0,1.0
423,422,Renaldo Balkman,NYK,8,63,16,6,13,46.2,1,2,50.0,3,4,75.0,2,5,7,2,4,2,1,15,22,2.0,4.0
424,425,Maurice Ager,MIN,4,29,15,6,11,54.5,3,4,75.0,0,0,0.0,0,2,2,1,1,0,4,4,10,0.25,0.25
425,426,Hamady Ndiaye,WAS,16,80,14,4,5,80.0,0,0,0.0,6,12,50.0,2,5,7,0,2,5,3,18,18,0.0,0.67
426,426,Ime Udoka,SAS,20,130,14,5,21,23.8,0,8,0.0,4,8,50.0,5,14,19,13,8,1,5,14,30,2.6,1.6
427,428,Jerry Stackhouse,MIA,7,50,12,3,12,25.0,1,4,25.0,5,7,71.4,1,6,7,3,0,2,2,3,11,1.5,0.0
428,429,DeMarre Carroll,HOU,12,50,10,4,12,33.3,0,0,0.0,2,2,100.0,2,6,8,4,1,1,0,5,16,0.0,0.0
429,430,Andy Rautins,NYK,5,24,8,3,7,42.9,1,4,25.0,1,2,50.0,0,1,1,3,1,0,7,0,1,0.43,0.14
430,430,Craig Brackins,PHI,3,33,8,4,16,25.0,0,5,0.0,0,0,0.0,2,2,4,1,1,0,0,3,2,0.0,0.0
431,430,Joe Smith,LAL,16,69,8,3,16,18.8,0,0,0.0,2,2,100.0,3,18,21,4,0,4,5,13,19,0.8,0.0
432,430,Mike Harris,HOU,4,16,8,3,6,50.0,0,0,0.0,2,4,50.0,2,3,5,1,0,1,1,2,9,1.0,0.0
433,434,Fabricio Oberto,POR,5,45,7,3,5,60.0,0,0,0.0,1,2,50.0,3,4,7,0,0,0,3,10,8,0.0,0.0
434,434,Pape Sy,ATL,3,21,7,2,6,33.3,0,1,0.0,3,3,100.0,2,1,3,2,1,0,3,1,6,0.67,0.33
435,436,Antonio Daniels,PHI,4,35,6,2,5,40.0,0,2,0.0,2,2,100.0,0,5,5,2,0,0,1,0,9,2.0,0.0
436,436,Marcus Banks,TOR,3,22,6,0,2,0.0,0,0,0.0,6,8,75.0,0,1,1,3,1,0,2,4,5,1.5,0.5
437,436,Solomon Alabi,TOR,12,59,6,3,15,20.0,0,0,0.0,0,2,0.0,7,7,14,2,2,2,3,5,9,0.67,0.67
438,439,Marcus Cousin,UTA,4,18,4,2,3,66.7,0,0,0.0,0,0,0.0,0,3,3,0,0,1,1,1,6,0.0,0.0
439,439,Morris Peterson,OKC,4,23,4,2,5,40.0,0,1,0.0,0,0,0.0,0,3,3,1,0,0,0,5,5,0.0,0.0
440,441,Orien Greene,NJN,3,5,3,1,2,50.0,0,0,0.0,1,2,50.0,0,0,0,1,1,0,0,0,3,0.0,0.0
441,441,Patrick Ewing,NOH,7,19,3,0,5,0.0,0,2,0.0,3,4,75.0,1,1,2,2,0,1,1,1,1,2.0,0.0
442,443,Antoine Wright,SAC,7,31,2,1,8,12.5,0,4,0.0,0,0,0.0,2,1,3,0,1,0,1,3,-2,0.0,1.0
443,443,Dexter Pittman,MIA,2,11,2,1,3,33.3,0,0,0.0,0,0,0.0,1,2,3,0,0,0,2,2,1,0.0,0.0
444,443,John Lucas III,CHI,2,10,2,1,3,33.3,0,1,0.0,0,2,0.0,0,0,0,1,0,0,0,0,-1,0.0,0.0
445,443,Pops Mensah-Bonsu,NOH,7,35,2,1,3,33.3,0,0,0.0,0,0,0.0,3,8,11,2,0,0,2,11,11,1.0,0.0
446,443,Ronald Dupree,TOR,3,13,2,1,4,25.0,0,1,0.0,0,0,0.0,0,3,3,1,0,0,0,2,3,0.0,0.0
447,443,Theo Ratliff,LAL,10,71,2,1,6,16.7,0,0,0.0,0,2,0.0,6,7,13,3,2,5,3,7,15,1.0,0.67
448,449,Bobby Simmons,SAS,2,16,0,0,3,0.0,0,3,0.0,0,0,0.0,0,0,0,2,0,0,0,2,-1,0.0,0.0
449,449,Brian Skinner,MIL,2,6,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0
450,449,Gani Lawal,PHX,1,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0
451,449,Hassan Whiteside,SAC,1,2,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,2,0,0.0,0.0
